image,count
datasets\frames_1\0\pos\BEDLUS_060_022_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_022_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_023_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_024_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_026_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_027_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_028_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_029_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_060_030_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_120.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_124.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_128.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_132.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_136.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_140.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_144.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_148.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_152.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_001_156.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_120.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_124.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_128.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_132.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_136.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_140.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_144.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_148.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_152.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_002_156.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_004_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_004_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_004_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_004_128.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_120.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_124.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_128.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_132.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_005_136.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_120.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_124.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_128.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_132.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_006_136.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_007_124.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_008_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_008_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_008_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_008_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_008_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_120.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_124.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_128.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_132.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_009_136.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_120.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_124.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_128.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_132.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_136.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_140.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_011_144.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_124.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_128.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_132.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_136.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_140.tiff,27
datasets\frames_1\0\pos\BEDLUS_070_013_144.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_005_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_005_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_005_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_005_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_005_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_007_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_007_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_007_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_007_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_007_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_007_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_007_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_007_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_000.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_004.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_024.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_028.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_032.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_036.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_040.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_044.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_048.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_052.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_056.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_060.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_064.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_068.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_072.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_076.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_080.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_084.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_088.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_092.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_096.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_100.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_104.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_108.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_112.tiff,27
datasets\frames_1\0\pos\BEDLUS_078_011_116.tiff,27
datasets\frames_1\0\pos\BEDLUS_092_013_152.tiff,27
datasets\frames_1\0\pos\BEDLUS_092_013_156.tiff,27
datasets\frames_1\0\pos\BEDLUS_092_014_008.tiff,27
datasets\frames_1\0\pos\BEDLUS_092_014_012.tiff,27
datasets\frames_1\0\pos\BEDLUS_092_014_016.tiff,27
datasets\frames_1\0\pos\BEDLUS_092_014_020.tiff,27
datasets\frames_1\0\pos\BEDLUS_092_014_024.tiff,27
